,latitude,longitude
13,39.0963869,-77.1924134
14,39.0743479,-77.1369549
15,39.0780752,-77.0797012
17,38.6189872,-76.9357024
0,42.3722714,-71.0381694
1,42.4076271,-71.0845226
2,42.1657869,-71.044761
3,42.2754174,-71.114951
4,42.2475536,-71.8098331
0,42.4460342,-83.1207922
1,42.4632572,-82.9601535
2,42.3828963,-83.3271449
3,42.4740453,-83.2401219
4,42.5026724,-83.0848096
0,45.0585906,-93.3162089
0,32.325775,-90.302424
2,31.3252608,-89.3390367
3,32.2930814,-90.2274368
4,32.3115575,-90.177558
5,34.9604213,-89.8564392
6,34.3658774,-89.5510091
7,32.4198696,-90.132738
8,33.4488272,-88.8400099
9,34.2556453,-88.7469004
0,38.4446438,-90.3746663
1,39.0271701,-94.257153
2,38.9473088,-92.2968254
3,38.7676688,-90.2822096
4,38.7903977,-90.3438391
5,39.0451879,-94.4397126
6,39.1617879,-94.5338012
7,39.0334505,-94.5356871
8,38.7019517,-90.2927998
9,38.7925483,-90.7002166
10,38.686506,-90.3608876
11,38.6249615,-90.3344452
12,37.1613814,-93.2933419
13,37.2468731,-93.3103541
14,38.6398771,-90.2447388
15,38.5912056,-90.243558
0,41.2480665,-96.0230109
1,41.2772862,-96.0999658
0,39.1300935,-119.7694908
1,36.0653291,-115.0366828
2,36.1023818,-115.0534794
3,36.1582522,-115.138443
4,36.117898,-115.1368053
7,36.2498922,-115.2441383
8,36.1252875,-115.2462028
9,36.1002191,-115.2099431
10,36.2389579,-115.1787983
11,36.2637787,-115.1176264
12,39.5305303,-119.8654255
13,39.4379433,-119.757845
14,39.5563723,-119.703763
0,42.754059,-71.461823
0,40.9137232,-73.9965009
1,40.8880323,-74.1516131
2,40.5276135,-74.385164
3,40.6633816,-74.2342158
5,40.4963871,-74.4445136
6,40.751169,-74.1672657
8,40.4597304,-74.4565543
9,40.6902313,-74.2904163
10,40.6465441,-74.4076668
11,40.9062687,-74.569417
0,35.0767679,-106.7451211
1,35.1140998,-106.7034699
2,35.0793747,-106.5328437
3,35.20446,-106.6765406
4,35.1311278,-106.5780623
6,36.7468249,-108.1648084
7,32.7411711,-103.1593082
0,40.7610205,-73.9176345
2,40.6802248,-73.9500115
3,40.688416,-73.9819774
4,40.6973283,-73.9355458
5,40.8076516,-73.944455
6,40.8900689,-73.8191975
7,41.0005561,-73.6628
8,40.624674,-74.1473569
9,40.9747066,-73.8327563
1,35.3121218,-80.7451296
4,35.9167652,-78.961923
6,35.2616125,-81.1402186
8,35.911962,-78.7796341
9,35.7987722,-78.5586571
10,35.8364711,-78.6102368
0,41.1095832,-81.5704943
1,41.4246283,-81.7357127
2,39.9074635,-82.8228294
3,39.2412324,-84.5933073
4,39.2152904,-84.5171195
5,39.1437433,-84.6222803
6,39.1306587,-84.5097452
7,41.4653116,-81.7593055
8,39.9804843,-82.82876
9,40.059774,-82.969952
10,40.0217388,-83.0257625
11,40.0310655,-82.908451
12,39.9849036,-83.1493642
13,39.6333655,-84.206871
14,41.5807686,-83.6655819
16,41.4491783,-81.5616538
17,41.5017181,-81.5373305
18,41.6778392,-83.6241594
19,39.9564909,-82.8994296
0,36.0678866,-95.7815892
1,34.6227931,-98.4208854
2,35.4369546,-97.3982602
3,35.3307636,-97.4911413
4,35.2401663,-97.4829565
5,35.3628404,-97.5313733
6,35.5128324,-97.5820075
7,35.5554563,-97.6374037
8,35.5939555,-97.5497168
9,35.4254563,-97.5316347
10,36.0459551,-95.9599144
11,36.117314,-95.8530942
12,36.1356298,-95.9218194
0,45.500964,-122.4118921
1,45.4926838,-122.5782026
2,44.9657667,-122.9830905
0,40.6042477,-75.4940513
1,40.6877761,-75.2531325
2,39.9963913,-75.0897957
3,39.9776444,-75.2723667
4,40.0489636,-75.0633962
5,40.0108403,-75.1769144
6,40.0802806,-75.1673192
0,32.427298,-80.72596
1,32.8145073,-79.9966258
2,34.0240666,-80.9505573
3,34.8256963,-82.2940959
4,33.4968382,-81.9602545
5,32.9342781,-80.0360207
6,34.9352692,-81.9896733
7,34.9350224,-82.281182
8,33.982576,-81.096393
0,43.5283992,-96.730751
0,36.063761,-86.631163
1,35.2032346,-89.8659214
2,36.5821547,-87.2989337
3,36.5779399,-87.4109443
4,35.1690378,-89.794437
5,35.6711272,-88.8543896
6,36.5475366,-82.51592
7,36.0275818,-83.9286523
8,36.2649509,-86.7125081
9,35.1152544,-89.9055089
10,35.1356406,-90.0077154
11,35.0502781,-89.8066658
12,35.8355047,-86.3503099
13,36.1290722,-86.9074538
0,26.1898943,-98.1336734
1,27.7676409,-98.0421288
3,29.4231777,-95.230542
5,35.1921382,-101.798366
6,32.711792,-97.067436
7,32.659404,-97.0658865
8,32.6756807,-97.1972544
9,32.7561306,-97.0963663
10,32.6590236,-97.132194
11,32.7088349,-97.1162962
12,30.237046,-97.723303
15,30.315674,-97.7052651
16,30.3662615,-97.6964064
17,30.4120891,-97.6898726
18,30.1969794,-97.7862924
19,30.1120829,-97.3537658
20,29.7795263,-94.9786435
21,30.0687858,-94.133425
22,31.6038536,-97.1000727
23,31.0798702,-97.4600261
24,25.9790164,-97.5105532
25,25.9303376,-97.5113752
26,25.9433015,-97.4289883
27,25.900473,-97.4941859
28,25.9528399,-97.4876317
29,25.9055199,-97.4646642
30,30.6738755,-96.3351531
31,32.9532253,-96.8893488
32,33.0179985,-96.9160499
33,32.5893516,-96.9433345
34,30.5201242,-97.8344495
35,32.3412036,-97.4038211
36,30.6326965,-96.3274025
37,30.332639,-95.476859
38,30.2069364,-95.4536725
39,32.966886,-96.9926505
40,31.1191206,-97.8625762
41,27.7374379,-97.425347
42,27.8573163,-97.6308461
43,27.7103749,-97.4058007
44,27.6840548,-97.3653047
45,32.0845179,-96.4782786
46,33.2257207,-96.9836266
47,32.5632577,-97.3538502
48,29.9546324,-95.6713098
49,29.9917638,-95.7435014
50,29.920113,-95.6897646
51,32.8671708,-96.7411913
52,32.7383658,-96.6843199
53,32.6630911,-96.8751853
54,32.8342578,-96.7023517
55,32.8974769,-96.7680739
56,32.7685661,-96.8980244
57,32.7192281,-96.9081055
58,32.9090051,-96.8716491
59,32.8599227,-96.7677392
60,32.7491236,-96.8615171
61,32.7358302,-96.6460235
62,32.8181681,-96.8134549
63,32.865993,-96.8659601
64,32.9568874,-96.8178084
65,32.9987735,-96.7990149
66,32.931865,-96.8026559
67,32.7951937,-96.6869278
68,32.8088606,-96.7707302
69,32.9886255,-96.851684
70,32.6869335,-96.8262652
71,32.721454,-96.830731
72,29.6772966,-95.1225644
73,29.3661143,-100.8957362
74,33.1834785,-97.1070873
75,33.2303167,-97.1672624
76,32.6046763,-96.8554118
77,32.907142,-97.0421782
78,32.6502505,-96.9263836
79,28.7062093,-100.4815042
80,26.2693281,-98.2027519
81,26.2622748,-98.1703388
82,26.306357,-98.1896656
84,31.7633889,-106.3028316
85,31.7792922,-106.5043674
86,31.7833316,-106.425113
87,31.7645974,-106.2666679
88,31.7074696,-106.3180803
89,31.8796482,-106.5823621
90,31.8131715,-106.5555576
91,31.7656139,-106.3641537
92,26.2940531,-97.9927526
93,32.850864,-97.0814471
94,33.0150779,-97.0691117
95,32.6576921,-97.2704485
96,32.743117,-96.4424355
97,32.7124906,-97.3434064
99,32.728733,-97.4170924
100,32.7523344,-97.1707344
101,32.6366401,-97.3714463
102,32.7966075,-97.3468415
103,32.8991443,-97.3241894
105,29.5209831,-95.1608729
106,33.0989663,-96.8043719
107,33.1516416,-96.8652978
110,29.2894015,-94.839628
112,32.9291265,-96.6623086
113,32.863399,-96.6429607
114,30.6316194,-97.6957129
116,32.7089592,-97.0002483
117,32.6733235,-97.0081403
118,32.9417758,-97.0999694
119,33.1051778,-96.1092387
120,32.7831899,-97.2899777
121,31.068719,-97.6689268
122,26.1902645,-97.7135607
123,26.172065,-97.673192
124,33.0729553,-97.0554949
125,32.8797649,-97.1020419
126,31.6836501,-106.2028276
127,29.81223,-95.4098678
128,29.9019081,-95.3138777
129,29.5732453,-95.1076623
130,29.6906353,-95.5599234
131,29.688354,-95.4896198
132,29.7857855,-95.5216942
133,29.6714173,-95.2776119
134,29.8294183,-95.3796824
137,29.6132087,-95.2230587
138,29.6980711,-95.2956326
139,29.7356541,-95.3051758
140,29.9116955,-95.4778328
142,29.9163009,-95.5838414
143,29.7842606,-95.7026329
144,29.7401995,-95.5881772
145,29.8695722,-95.6447128
146,29.6928081,-95.4163323
147,29.9225403,-95.4138978
148,29.8590371,-95.5238684
149,29.6708328,-95.4615241
150,29.7330734,-95.4433028
151,29.7224213,-95.3519854
152,29.9832988,-95.56583
153,29.9636605,-95.4795177
154,29.8682467,-95.4714042
155,29.8066472,-95.1680122
158,29.6486555,-95.5664968
159,29.795637,-95.4854992
160,29.7897045,-95.2000936
161,29.773657,-95.3982499
162,30.000588,-95.1612328
163,30.0021034,-95.2681086
164,29.9369222,-95.2476727
165,30.7176055,-95.5733598
166,32.8658911,-97.1744666
167,32.8232663,-97.1619433
168,31.6505871,-94.6564578
169,32.8457007,-96.9913049
170,32.8128786,-96.935447
171,32.9416489,-96.9528289
172,32.8963599,-96.960464
173,31.950203,-95.2620472
174,29.817008,-95.7704296
175,29.7553823,-95.7522821
176,29.7837575,-95.8075742
177,29.8503799,-95.7180949
178,29.7007986,-95.8130836
179,29.5374108,-95.0206913
180,33.0419322,-94.725729
181,31.1057999,-97.7475269
182,27.4921694,-97.8512877
183,30.047598,-95.1843921
184,30.0133083,-97.863551
185,29.402713,-95.034541
186,29.0393584,-95.4542338
187,32.8099037,-97.4218681
188,32.6048269,-96.7862517
189,27.520082,-99.4492678
190,27.4524237,-99.4769375
191,27.5689949,-99.5018916
192,29.4685446,-95.0922191
193,33.0531581,-96.9176658
194,32.481568,-95.3951822
195,32.5269909,-94.7819256
196,32.5396815,-94.7302387
197,32.4625785,-94.7323264
198,26.071602,-97.471464
199,33.5886887,-101.8570538
200,33.5934382,-101.9329348
201,33.5328864,-101.9208113
202,31.3098598,-94.7235539
203,32.5696815,-97.0961981
204,32.6048455,-97.1150977
205,26.1931088,-98.2071715
206,26.2298921,-98.2265101
207,26.2192683,-98.2607407
208,33.214224,-96.6380709
209,33.1729805,-96.6770522
210,33.2149522,-96.7352244
211,33.1283146,-96.7325397
213,32.8114962,-96.6229809
214,31.9759845,-102.0727207
215,32.0172638,-102.1433066
216,32.4618263,-96.9928604
217,26.1950595,-98.2897272
219,29.552694,-95.5542219
221,29.6888021,-98.1277542
223,32.8465627,-97.2377256
224,32.9058958,-97.1913601
225,31.893728,-102.335734
226,31.8513912,-102.3943193
227,31.7390271,-95.6068252
228,26.2568315,-98.3161585
229,33.6624597,-95.5040425
230,29.6913514,-95.2129346
231,29.6658227,-95.1900845
232,29.5578593,-95.2602411
233,29.5604244,-95.3490056
234,29.580905,-95.3908876
235,26.2442492,-98.4436503
236,30.4691774,-97.59628
237,26.1749521,-98.1866353
238,26.1199847,-98.2166414
239,33.0168335,-96.6843209
241,33.0471411,-96.8307661
242,28.9418463,-98.5111095
244,26.069861,-97.2226111
245,27.8862562,-97.3163349
246,33.2509076,-96.7846364
247,32.5322376,-96.8188349
248,32.936404,-96.7203111
249,32.9607159,-96.7683458
250,29.7020966,-95.6871337
251,29.6742865,-95.7536401
252,26.3674124,-98.7938686
253,32.900874,-96.4664535
254,29.5428579,-95.7523438
256,30.4834024,-97.6817239
257,32.9102895,-96.5568575
258,32.9698734,-96.6029506
259,31.4196659,-100.4732691
260,31.4864535,-100.4604679
261,29.457509,-98.553156
262,29.2651989,-98.3089634
263,29.4365523,-98.7082459
264,29.4930811,-98.4339643
266,29.5980711,-98.4200073
267,29.5640201,-98.5866754
268,29.5634127,-98.4875907
269,29.4817536,-98.3580073
270,29.5115869,-98.5692316
271,29.3540166,-98.4309314
272,29.4387703,-98.6562513
273,29.639932,-98.453702
274,29.4885813,-98.7062679
275,29.5684888,-98.3873731
276,29.4685196,-98.6154425
277,29.4025949,-98.3875016
278,29.3781534,-98.4606701
279,29.3583995,-98.5326421
280,29.4441244,-98.4996395
281,29.5097479,-98.4998931
282,29.3563065,-98.5133988
283,29.4301766,-98.5529175
284,29.5097477,-98.3842495
285,29.4870781,-98.5269258
286,29.4722092,-96.9364079
287,26.1963779,-98.1918518
288,32.7953063,-96.6097838
289,29.6050111,-98.2785246
290,32.6507169,-96.5360753
291,29.5681356,-97.9420706
293,32.4036624,-99.7586764
294,26.131183,-97.170891
295,30.0388723,-95.487061
296,30.1225572,-95.408395
297,32.2035173,-98.2420344
298,29.5877144,-95.623412
299,31.0706057,-97.3699488
300,33.4603653,-94.0889527
301,33.4616678,-94.044399
302,33.0744265,-96.8919472
303,30.1272486,-95.4499948
304,30.1800222,-95.5386592
305,30.0890507,-95.6348613
307,32.3110713,-95.277911
309,29.5578003,-98.3236448
310,28.8440971,-96.9981416
311,31.4860967,-97.212634
312,31.5211049,-97.1687022
314,32.8939,-97.2567939
315,32.4243806,-96.8387012
316,32.7315376,-97.7918941
317,26.1736626,-98.0026762
318,33.8838798,-98.5289066
319,30.4235259,-95.4937168
320,33.0084752,-96.5750446
0,41.0900185,-111.9819184
1,41.1785094,-111.9988718
2,40.6490412,-111.9395816
3,40.5882093,-111.9410103
0,38.7203117,-77.124202
1,38.7794101,-77.0802798
3,38.8375319,-77.4376567
6,38.7792682,-77.5084182
7,37.1102888,-76.498784
8,36.9148016,-76.254022
9,36.8702196,-76.2929386
10,37.4388932,-77.4695645
11,37.528532,-77.3549529
13,38.7725889,-77.184838
14,39.0205924,-77.378574
16,38.6531163,-77.3060516
1,47.3837019,-122.2351058
2,47.1654538,-122.5166395
3,46.2712192,-119.1772052
4,47.1515005,-122.2923182
5,47.4966005,-122.2051467
6,46.2267874,-119.2485303
7,47.7022846,-122.3441809
8,47.5213604,-122.3671285
10,47.2233853,-122.4702069
11,47.4464728,-122.2615943
12,45.6197265,-122.5534494
0,39.4504351,-77.9857571
0,43.1137223,-87.916135
1,44.4907208,-87.9752064
2,44.4792462,-88.0727371
3,42.5658171,-87.8788711
4,43.067865,-89.4071282
5,43.1481772,-88.0021525
6,42.7192608,-87.8446565
7,42.959497,-87.8805714
8,43.0897083,-88.0639329
9,43.006689,-87.966673
